pixel_index,sample_n,x,y,x_nearest_sample,y_nearest_sample,line_index
246,8064,-1.0,0.16400817995910286,-1.0,0.165644171779141,15
247,8096,-1.0,0.03558282208589296,-1.0,0.0347648261758691,15
248,8127,-1.0,-0.09284253578731755,-1.0,-0.0920245398773006,15
249,8159,-1.0,-0.22126789366052865,-1.0,-0.222903885480573,15
250,8190,-1.0,-0.3496932515337393,-1.0,-0.349693251533742,15
251,8221,-1.0,-0.4781186094069493,-1.0,-0.476482617586912,15
252,8253,-1.0,-0.6065439672801606,-1.0,-0.607361963190184,15
253,8284,-1.0,-0.7349693251533721,-1.0,-0.734151329243354,15
254,8316,-1.0,-0.8633946830265838,-1.0,-0.865030674846626,15
255,8347,-1.0,-0.991820040899795,-1.0,-0.991820040899795,15
